OrderNumber,EventStartTime,EventName,TicketType,OrganizationCategoryName,OrganizationName,OrganizationZipCode,OrganizationState,Quantity,OrganizationCity,School District,School Type
100901743,10/3/2022,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,3,PA,Philadelphia City SD,Public
100901743,10/3/2022,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,90,PA,Philadelphia City SD,Public
100901743,10/3/2022,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,-3,PA,Philadelphia City SD,Public
100901743,10/3/2022,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,-90,PA,Philadelphia City SD,Public
100901743,10/17/2022,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,3,PA,Philadelphia City SD,Public
100901743,10/17/2022,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,90,PA,Philadelphia City SD,Public
100901743,10/17/2022,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,-3,PA,Philadelphia City SD,Public
100901743,10/17/2022,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,-90,PA,Philadelphia City SD,Public
100901853,10/3/2022,PreK-12 Online Learning,Adult,PreK-12 Free,Avery D. Harrington School,19143-3117,Philadelphia,3,PA,Philadelphia City SD,Public
100901853,10/3/2022,PreK-12 Online Learning,3rd Grade Student,PreK-12 Free,Avery D. Harrington School,19143-3117,Philadelphia,30,PA,Philadelphia City SD,Public
100901853,10/3/2022,PreK-12 Online Learning,4th Grade Student,PreK-12 Free,Avery D. Harrington School,19143-3117,Philadelphia,30,PA,Philadelphia City SD,Public
100901853,10/3/2022,PreK-12 Online Learning,3rd Grade Student,PreK-12 Free,Avery D. Harrington School,19143-3117,Philadelphia,22,PA,Philadelphia City SD,Public
100901853,10/3/2022,PreK-12 Online Learning,Adult,PreK-12 Free,Avery D. Harrington School,19143-3117,Philadelphia,-3,PA,Philadelphia City SD,Public
100901853,10/3/2022,PreK-12 Online Learning,3rd Grade Student,PreK-12 Free,Avery D. Harrington School,19143-3117,Philadelphia,-52,PA,Philadelphia City SD,Public
100901853,10/3/2022,PreK-12 Online Learning,4th Grade Student,PreK-12 Free,Avery D. Harrington School,19143-3117,Philadelphia,-30,PA,Philadelphia City SD,Public
100901748,10/3/2022,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,2,PA,Philadelphia City SD,Public
100901748,10/3/2022,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,60,PA,Philadelphia City SD,Public
100919586,10/7/2022,PreK-12 Online Learning,Adult,PreK-12 Free,Eleanor C. Emlen School,19119,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public
100919586,10/7/2022,PreK-12 Online Learning,Pre-K Student,PreK-12 Free,Eleanor C. Emlen School,19119,Philadelphia,40,Pennsylvania,Philadelphia City SD,Public
100919680,10/7/2022,PreK-12 Online Learning,Adult,PreK-12 Free,Tanner G. Duckrey School,19121-2310,Philadelphia,5,PA,Philadelphia City SD,Public
100919680,10/7/2022,PreK-12 Online Learning,Pre-K Student,PreK-12 Free,Tanner G. Duckrey School,19121-2310,Philadelphia,36,PA,Philadelphia City SD,Public
100919907,10/7/2022,PreK-12 Online Learning,Adult,PreK-12 Free,Gilbert Spruance School,19149-2816,Philadelphia,2,PA,Philadelphia City SD,Public
100919907,10/7/2022,PreK-12 Online Learning,Pre-K Student,PreK-12 Free,Gilbert Spruance School,19149-2816,Philadelphia,20,PA,Philadelphia City SD,Public
100919966,10/7/2022,PreK-12 Online Learning,Adult,PreK-12 Free,Tanner G. Duckrey School,19121-2310,Philadelphia,5,PA,Philadelphia City SD,Public
100919966,10/7/2022,PreK-12 Online Learning,Pre-K Student,PreK-12 Free,Tanner G. Duckrey School,19121-2310,Philadelphia,36,PA,Philadelphia City SD,Public
100919966,10/7/2022,PreK-12 Online Learning,Adult,PreK-12 Free,Tanner G. Duckrey School,19121-2310,Philadelphia,-5,PA,Philadelphia City SD,Public
100919966,10/7/2022,PreK-12 Online Learning,Pre-K Student,PreK-12 Free,Tanner G. Duckrey School,19121-2310,Philadelphia,-36,PA,Philadelphia City SD,Public
100920358,10/7/2022,PreK-12 Online Learning,Adult,PreK-12 Free,Rudolph Blankenburg School,19131,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public
100920358,10/7/2022,PreK-12 Online Learning,Pre-K Student,PreK-12 Free,Rudolph Blankenburg School,19131,Philadelphia,16,Pennsylvania,Philadelphia City SD,Public
100901748,10/3/2022,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,-2,PA,Philadelphia City SD,Public
100901748,10/3/2022,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,-60,PA,Philadelphia City SD,Public
100919846,10/11/2022,Gallery Lessons,Adult,PreK-12 Free,Wissahickon CS - Fernhill,19144,Philadelphia,2,Pennsylvania,Unaffiliated,Charter
100919846,10/11/2022,Gallery Lessons,3rd Grade Student,PreK-12 Free,Wissahickon CS - Fernhill,19144,Philadelphia,54,Pennsylvania,Unaffiliated,Charter
100919846,10/11/2022,Gallery Lessons,Adult,PreK-12 Free,Wissahickon CS - Fernhill,19144,Philadelphia,2,Pennsylvania,Unaffiliated,Charter
100919846,10/11/2022,Gallery Lessons,Adult,PreK-12 Free,Wissahickon CS - Fernhill,19144,Philadelphia,2,Pennsylvania,Unaffiliated,Charter
100910537,10/26/2022,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Mastery CS - Smedley Campus,19124-1359,Philadelphia,1,PA,Unaffiliated,Charter
100910537,10/26/2022,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Mastery CS - Smedley Campus,19124-1359,Philadelphia,10,PA,Unaffiliated,Charter
100914813,10/14/2022,Admission,Adult,PreK-12 Free,Central High School,,,8,,Philadelphia City SD,Public
100914813,10/14/2022,Admission,12th Grade Student,PreK-12 Free,Central High School,,,76,,Philadelphia City SD,Public
100914813,10/14/2022,Admission,Adult,PreK-12 Free,Central High School,,,5,,Philadelphia City SD,Public
100914813,10/14/2022,Admission,12th Grade Student,PreK-12 Free,Central High School,,,53,,Philadelphia City SD,Public
100914813,10/14/2022,Admission,Adult,PreK-12 Free,Central High School,,,9,,Philadelphia City SD,Public
100914813,10/14/2022,Admission,12th Grade Student,PreK-12 Free,Central High School,,,71,,Philadelphia City SD,Public
100914813,10/14/2022,Admission,12th Grade Student,PreK-12 Free,Central High School,,,-26,,Philadelphia City SD,Public
100914813,10/14/2022,Admission,12th Grade Student,PreK-12 Free,Central High School,,,-3,,Philadelphia City SD,Public
100914813,10/14/2022,Admission,12th Grade Student,PreK-12 Free,Central High School,,,-21,,Philadelphia City SD,Public
100917277,10/14/2022,Admission,Adult,PreK-12 Free,Cristo Rey Philadelphia High School,PLACEHOLDER,PLACEHOLDER,3,PLACEHOLDER,Unaffiliated,Catholic
100917277,10/14/2022,Admission,11th Grade Student,PreK-12 Free,Cristo Rey Philadelphia High School,PLACEHOLDER,PLACEHOLDER,20,PLACEHOLDER,Unaffiliated,Catholic
100910537,10/26/2022,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Mastery CS - Smedley Campus,19124-1359,Philadelphia,1,PA,Unaffiliated,Charter
100910537,10/26/2022,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Mastery CS - Smedley Campus,19124-1359,Philadelphia,10,PA,Unaffiliated,Charter
100910537,10/26/2022,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Mastery CS - Smedley Campus,19124-1359,Philadelphia,-1,PA,Unaffiliated,Charter
100910537,10/26/2022,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Mastery CS - Smedley Campus,19124-1359,Philadelphia,-10,PA,Unaffiliated,Charter
100910537,10/26/2022,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Mastery CS - Smedley Campus,19124-1359,Philadelphia,-1,PA,Unaffiliated,Charter
100910537,10/26/2022,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Mastery CS - Smedley Campus,19124-1359,Philadelphia,-10,PA,Unaffiliated,Charter
100910559,5/15/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,2,Pennsylvania,Unaffiliated,Charter
100910559,5/15/2023,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,54,Pennsylvania,Unaffiliated,Charter
100910559,5/15/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,-2,Pennsylvania,Unaffiliated,Charter
100910559,5/15/2023,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,-54,Pennsylvania,Unaffiliated,Charter
100920420,10/18/2022,Gallery Lessons,Adult,PreK-12,St. Paul's School for Girls,21022,Brooklandville,2,Maryland,Unaffiliated,Private
100920420,10/18/2022,Gallery Lessons,9th Grade Student,PreK-12,St. Paul's School for Girls,21022,Brooklandville,8,Maryland,Unaffiliated,Private
100920420,10/18/2022,Gallery Lessons,10th Grade Student,PreK-12,St. Paul's School for Girls,21022,Brooklandville,7,Maryland,Unaffiliated,Private
100920420,10/18/2022,Gallery Lessons,11th Grade Student,PreK-12,St. Paul's School for Girls,21022,Brooklandville,7,Maryland,Unaffiliated,Private
100920420,10/18/2022,Gallery Lessons,12th Grade Student,PreK-12,St. Paul's School for Girls,21022,Brooklandville,7,Maryland,Unaffiliated,Private
100920522,10/19/2022,Gallery Lessons,Adult,PreK-12 Free,Central High School,,,4,,Philadelphia City SD,Public
100920522,10/19/2022,Gallery Lessons,10th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Central High School,,,22,,Philadelphia City SD,Public
100920522,10/19/2022,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12 Free,Central High School,,,22,,Philadelphia City SD,Public
100920522,10/19/2022,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12 Free,Central High School,,,21,,Philadelphia City SD,Public
100920522,10/19/2022,Gallery Lessons,Adult,PreK-12 Free,Central High School,,,-4,,Philadelphia City SD,Public
100920522,10/19/2022,Gallery Lessons,10th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Central High School,,,-22,,Philadelphia City SD,Public
100920522,10/19/2022,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12 Free,Central High School,,,-22,,Philadelphia City SD,Public
100920522,10/19/2022,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12 Free,Central High School,,,-21,,Philadelphia City SD,Public
100933621,10/19/2022,Gallery Lessons,Adult,PreK-12 Free,Central High School,,,4,,Philadelphia City SD,Public
100933621,10/19/2022,Gallery Lessons,10th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Central High School,,,22,,Philadelphia City SD,Public
100933621,10/19/2022,Gallery Lessons,11th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Central High School,,,22,,Philadelphia City SD,Public
100933621,10/19/2022,Gallery Lessons,12th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Central High School,,,21,,Philadelphia City SD,Public
100910559,5/17/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,2,Pennsylvania,Unaffiliated,Charter
100910559,5/17/2023,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,54,Pennsylvania,Unaffiliated,Charter
100919596,10/25/2022,Gallery Lessons,Adult,PreK-12 Free,Furness High School,19148-2635,Philadelphia,13,PA,Philadelphia City SD,Public
100919596,10/25/2022,Gallery Lessons,9th Grade Student + Special Exhibition,PreK-12 Free,Furness High School,19148-2635,Philadelphia,9,PA,Philadelphia City SD,Public
100919596,10/25/2022,Gallery Lessons,10th Grade Student + Special Exhibition,PreK-12 Free,Furness High School,19148-2635,Philadelphia,8,PA,Philadelphia City SD,Public
100919596,10/25/2022,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12 Free,Furness High School,19148-2635,Philadelphia,8,PA,Philadelphia City SD,Public
100919596,10/25/2022,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12 Free,Furness High School,19148-2635,Philadelphia,8,PA,Philadelphia City SD,Public
100919688,10/25/2022,Gallery Lessons,Adult,PreK-12 Free,Mastery CS - Smedley Campus,19124-1359,Philadelphia,2,PA,Unaffiliated,Charter
100919688,10/25/2022,Gallery Lessons,3rd Grade Student + Special Exhibition,PreK-12 Free,Mastery CS - Smedley Campus,19124-1359,Philadelphia,33,PA,Unaffiliated,Charter
100919688,10/25/2022,Gallery Lessons,Adult,PreK-12 Free,Mastery CS - Smedley Campus,19124-1359,Philadelphia,-2,PA,Unaffiliated,Charter
100919688,10/25/2022,Gallery Lessons,3rd Grade Student + Special Exhibition,PreK-12 Free,Mastery CS - Smedley Campus,19124-1359,Philadelphia,-33,PA,Unaffiliated,Charter
100920436,10/25/2022,Gallery Lessons,Adult,PreK-12,Waldorf School of Philadelphia,19144,Philadelphia,3,Pennsylvania,Unaffiliated,Private
100920436,10/25/2022,Gallery Lessons,6th Grade Student + Special Exhibition,PreK-12,Waldorf School of Philadelphia,19144,Philadelphia,16,Pennsylvania,Unaffiliated,Private
100920523,10/25/2022,Gallery Lessons,Adult,PreK-12 Free,Franklin Learning Center,19130,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public
100920523,10/25/2022,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12 Free,Franklin Learning Center,19130,Philadelphia,5,Pennsylvania,Philadelphia City SD,Public
100920523,10/25/2022,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12 Free,Franklin Learning Center,19130,Philadelphia,5,Pennsylvania,Philadelphia City SD,Public
100910559,5/17/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,-2,Pennsylvania,Unaffiliated,Charter
100910559,5/17/2023,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,-54,Pennsylvania,Unaffiliated,Charter
100916271,10/6/2022,PreK-12 In-School Pre-Visit Lessons,Adult,PreK-12 Free,Eleanor C. Emlen School,19119,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public
100916271,10/6/2022,PreK-12 In-School Pre-Visit Lessons,Pre-K Student,PreK-12 Free,Eleanor C. Emlen School,19119,Philadelphia,38,Pennsylvania,Philadelphia City SD,Public
100916277,11/3/2022,PreK-12 In-School Pre-Visit Lessons,Adult,PreK-12 Free,William C. Longstreth School,19143,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public
100916277,11/3/2022,PreK-12 In-School Pre-Visit Lessons,Pre-K Student,PreK-12 Free,William C. Longstreth School,19143,Philadelphia,22,Pennsylvania,Philadelphia City SD,Public
100916277,11/3/2022,PreK-12 In-School Pre-Visit Lessons,Pre-K Student,PreK-12 Free,William C. Longstreth School,19143,Philadelphia,8,Pennsylvania,Philadelphia City SD,Public
100916284,10/18/2022,PreK-12 In-School Pre-Visit Lessons,Adult,PreK-12 Free,Norris Square Community Alliance,19122,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public
100914018,10/27/2022,Admission,Adult,PreK-12,Council Rock HS North,18940,Newtown,3,Pennsylvania,Council Rock SD,Public
100914018,10/27/2022,Admission,9th Grade Student + Special Exhibition,PreK-12,Council Rock HS North,18940,Newtown,12,Pennsylvania,Council Rock SD,Public
100914018,10/27/2022,Admission,10th Grade Student + Special Exhibition,PreK-12,Council Rock HS North,18940,Newtown,11,Pennsylvania,Council Rock SD,Public
100914018,10/27/2022,Admission,11th Grade Student + Special Exhibition,PreK-12,Council Rock HS North,18940,Newtown,11,Pennsylvania,Council Rock SD,Public
100914018,10/27/2022,Admission,12th Grade Student + Special Exhibition,PreK-12,Council Rock HS North,18940,Newtown,11,Pennsylvania,Council Rock SD,Public
100920456,10/27/2022,Admission,Adult,PreK-12,Council Rock HS South,18966-2877,Holland,3,PA,Council Rock SD,Public
100920456,10/27/2022,Admission,9th Grade Student + Special Exhibition,PreK-12,Council Rock HS South,18966-2877,Holland,10,PA,Council Rock SD,Public
100920456,10/27/2022,Admission,10th Grade Student + Special Exhibition,PreK-12,Council Rock HS South,18966-2877,Holland,10,PA,Council Rock SD,Public
100920456,10/27/2022,Admission,11th Grade Student + Special Exhibition,PreK-12,Council Rock HS South,18966-2877,Holland,10,PA,Council Rock SD,Public
100920456,10/27/2022,Admission,12th Grade Student + Special Exhibition,PreK-12,Council Rock HS South,18966-2877,Holland,10,PA,Council Rock SD,Public
100920456,10/27/2022,Admission,Adult,PreK-12,Council Rock HS South,18966-2877,Holland,5,PA,Council Rock SD,Public
100921916,10/27/2022,Gallery Lessons,Adult,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,3,PA,Unaffiliated,Catholic
100921916,10/27/2022,Gallery Lessons,9th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,8,PA,Unaffiliated,Catholic
100921916,10/27/2022,Gallery Lessons,10th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,8,PA,Unaffiliated,Catholic
100921916,10/27/2022,Gallery Lessons,11th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,7,PA,Unaffiliated,Catholic
100921916,10/27/2022,Gallery Lessons,12th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,7,PA,Unaffiliated,Catholic
100921916,10/27/2022,Gallery Lessons,Adult,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,-3,PA,Unaffiliated,Catholic
100921916,10/27/2022,Gallery Lessons,9th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,-8,PA,Unaffiliated,Catholic
100921916,10/27/2022,Gallery Lessons,10th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,-8,PA,Unaffiliated,Catholic
100921916,10/27/2022,Gallery Lessons,11th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,-7,PA,Unaffiliated,Catholic
100921916,10/27/2022,Gallery Lessons,12th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,-7,PA,Unaffiliated,Catholic
100933644,10/27/2022,Gallery Lessons,Adult,PreK-12,Rancocas Valley Regional High School,8060,Mount Holly,2,New Jersey,Rancocas Valley SD,Public
100933644,10/27/2022,Gallery Lessons,11th Grade Student + Self-Guided + Special Exhibition,PreK-12,Rancocas Valley Regional High School,8060,Mount Holly,10,New Jersey,Rancocas Valley SD,Public
100933644,10/27/2022,Gallery Lessons,12th Grade Student + Self-Guided + Special Exhibition,PreK-12,Rancocas Valley Regional High School,8060,Mount Holly,10,New Jersey,Rancocas Valley SD,Public
100933644,10/27/2022,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12,Rancocas Valley Regional High School,8060,Mount Holly,10,New Jersey,Rancocas Valley SD,Public
100933644,10/27/2022,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12,Rancocas Valley Regional High School,8060,Mount Holly,10,New Jersey,Rancocas Valley SD,Public
100933644,10/27/2022,Gallery Lessons,11th Grade Student + Self-Guided + Special Exhibition,PreK-12,Rancocas Valley Regional High School,8060,Mount Holly,-10,New Jersey,Rancocas Valley SD,Public
100933644,10/27/2022,Gallery Lessons,12th Grade Student + Self-Guided + Special Exhibition,PreK-12,Rancocas Valley Regional High School,8060,Mount Holly,-10,New Jersey,Rancocas Valley SD,Public
100944729,10/27/2022,Gallery Lessons,Adult,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,3,PA,Unaffiliated,Catholic
100944729,10/27/2022,Gallery Lessons,9th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,8,PA,Unaffiliated,Catholic
100944729,10/27/2022,Gallery Lessons,10th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,8,PA,Unaffiliated,Catholic
100944729,10/27/2022,Gallery Lessons,11th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,7,PA,Unaffiliated,Catholic
100944729,10/27/2022,Gallery Lessons,12th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,7,PA,Unaffiliated,Catholic
100944729,10/27/2022,Gallery Lessons,Adult,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,-3,PA,Unaffiliated,Catholic
100944729,10/27/2022,Gallery Lessons,9th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,-8,PA,Unaffiliated,Catholic
100944729,10/27/2022,Gallery Lessons,10th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,-8,PA,Unaffiliated,Catholic
100944729,10/27/2022,Gallery Lessons,11th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,-7,PA,Unaffiliated,Catholic
100944729,10/27/2022,Gallery Lessons,12th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,-7,PA,Unaffiliated,Catholic
100958425,10/27/2022,Gallery Lessons,Adult,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,3,PA,Unaffiliated,Catholic
100958425,10/27/2022,Gallery Lessons,9th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,7,PA,Unaffiliated,Catholic
100958425,10/27/2022,Gallery Lessons,10th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,7,PA,Unaffiliated,Catholic
100958425,10/27/2022,Gallery Lessons,11th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,8,PA,Unaffiliated,Catholic
100958425,10/27/2022,Gallery Lessons,12th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,8,PA,Unaffiliated,Catholic
100958425,10/27/2022,Gallery Lessons,Adult,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,-3,PA,Unaffiliated,Catholic
100958425,10/27/2022,Gallery Lessons,9th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,-7,PA,Unaffiliated,Catholic
100958425,10/27/2022,Gallery Lessons,10th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,-7,PA,Unaffiliated,Catholic
100958425,10/27/2022,Gallery Lessons,11th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,-8,PA,Unaffiliated,Catholic
100958425,10/27/2022,Gallery Lessons,12th Grade Student + Self-Guided + Special Exhibition,PreK-12,Saint Joseph's Preparatory School,19130-1513,Philadelphia,-8,PA,Unaffiliated,Catholic
100984506,10/27/2022,Gallery Lessons,Adult,PreK-12 Free,Saint Joseph's Preparatory School,19130-1513,Philadelphia,2,PA,Unaffiliated,Catholic
100984506,10/27/2022,Gallery Lessons,9th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Saint Joseph's Preparatory School,19130-1513,Philadelphia,3,PA,Unaffiliated,Catholic
100984506,10/27/2022,Gallery Lessons,10th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Saint Joseph's Preparatory School,19130-1513,Philadelphia,3,PA,Unaffiliated,Catholic
100984506,10/27/2022,Gallery Lessons,11th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Saint Joseph's Preparatory School,19130-1513,Philadelphia,3,PA,Unaffiliated,Catholic
100984506,10/27/2022,Gallery Lessons,12th Grade Student + Self-Guided + Special Exhibition,PreK-12 Free,Saint Joseph's Preparatory School,19130-1513,Philadelphia,4,PA,Unaffiliated,Catholic
100944745,11/1/2022,Gallery Lessons,Adult,PreK-12,Greene Street Friends School,19144,Philadelphia,9,Pennsylvania,Unaffiliated,Private
100944745,11/1/2022,Gallery Lessons,1st Grade Student + Special Exhibition,PreK-12,Greene Street Friends School,19144,Philadelphia,35,Pennsylvania,Unaffiliated,Private
100944745,11/1/2022,Gallery Lessons,2nd Grade Student + Special Exhibition,PreK-12,Greene Street Friends School,19144,Philadelphia,35,Pennsylvania,Unaffiliated,Private
100920462,11/2/2022,Gallery Lessons,Adult,PreK-12 Free,Walter B. Saul High School,19128,Philadelphia,5,Pennsylvania,Philadelphia City SD,Public
100920462,11/2/2022,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12 Free,Walter B. Saul High School,19128,Philadelphia,25,Pennsylvania,Philadelphia City SD,Public
100920462,11/2/2022,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12 Free,Walter B. Saul High School,19128,Philadelphia,25,Pennsylvania,Philadelphia City SD,Public
100916284,10/18/2022,PreK-12 In-School Pre-Visit Lessons,Pre-K Student,PreK-12 Free,Norris Square Community Alliance,19122,Philadelphia,40,Pennsylvania,Philadelphia City SD,Public
100917174,10/20/2022,PreK-12 In-School Pre-Visit Lessons,Adult,PreK-12 Free,Norris Square Community Alliance,19122,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public
100917174,10/20/2022,PreK-12 In-School Pre-Visit Lessons,Pre-K Student,PreK-12 Free,Norris Square Community Alliance,19122,Philadelphia,40,Pennsylvania,Philadelphia City SD,Public
100917912,11/3/2022,Gallery Lessons,Adult,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,7,PA,Philadelphia City SD,Public
100917912,11/3/2022,Gallery Lessons,9th Grade Student + Special Exhibition,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,16,PA,Philadelphia City SD,Public
100917912,11/3/2022,Gallery Lessons,10th Grade Student + Special Exhibition,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,16,PA,Philadelphia City SD,Public
100917912,11/3/2022,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,16,PA,Philadelphia City SD,Public
100917912,11/3/2022,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12 Free,Benjamin Franklin School,19120-1629,Philadelphia,17,PA,Philadelphia City SD,Public
100926155,11/3/2022,Admission,Adult,PreK-12,Quakertown Christian School,18951,Quakertown,3,Pennsylvania,Unaffiliated,Private
